,fpath,size,date_created,date_modified
130,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_012822.jpg,1606509.0,Wed Jan 24 16:39:54 2018,Tue Jan 23 20:58:22 2018
131,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_012853.jpg,1464268.0,Wed Jan 24 16:39:54 2018,Tue Jan 23 20:58:53 2018
132,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_140949.jpg,718363.0,Wed Jan 24 16:39:54 2018,Wed Jan 24 09:39:49 2018
133,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_140952.jpg,810503.0,Wed Jan 24 16:39:54 2018,Wed Jan 24 09:39:52 2018
134,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_141057.jpg,1397780.0,Wed Jan 24 16:39:54 2018,Wed Jan 24 09:40:57 2018
135,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_142423.jpg,1093474.0,Wed Jan 24 16:39:55 2018,Wed Jan 24 09:54:23 2018
136,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_142428.jpg,807161.0,Wed Jan 24 16:39:55 2018,Wed Jan 24 09:54:28 2018
137,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_142433.jpg,817998.0,Wed Jan 24 16:39:55 2018,Wed Jan 24 09:54:33 2018
138,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180124_160552.jpg,1647995.0,Wed Jan 24 16:39:55 2018,Wed Jan 24 11:35:52 2018
139,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0061.wav,13417004.0,Wed Jan 24 16:40:19 2018,Fri Jul 14 05:12:07 2017
140,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0062.wav,16363564.0,Wed Jan 24 16:40:20 2018,Fri Jul 14 09:44:52 2017
141,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0063.wav,161324.0,Wed Jan 24 16:40:21 2018,Sat Jul 15 19:09:51 2017
142,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0064.wav,537644.0,Wed Jan 24 16:40:21 2018,Fri Aug 11 17:19:06 2017
143,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0065.wav,233004.0,Wed Jan 24 16:40:09 2018,Fri Aug 11 17:32:36 2017
144,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0066.wav,207404.0,Wed Jan 24 16:40:09 2018,Fri Aug 11 18:33:34 2017
